no,district,name,type,address,phone,googlemap_url,hours_text
87,บางซื่อ,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร เขตบางซื่อ,พิพิธภัณฑ์,ชั้น 2  โรงเรียนปริยัติธรรมวัดสร้อยทอง  1319  ถนนประชาราษฎร์สาย 1  แขวงบางซื่อ  เขตบางซื่อ  กรุงเทพมหานคร 10800,"02-581-5801,   02-585-5101,  097-059-2862",https://maps.app.goo.gl/wEy9rcC9kCM6UKnU6,พุธ-อาทิตย์ 10:00-16:00
88,บางซื่อ,หัวโขน ชุมชนสะพานไม้,ชุมชน,602  ชุมชนสะพานไม้  ซอยประชาชื่น 18  ถนนประชาชื่น  แขวงบางซื่อ  เขตบางซื่อ กรุงเทพมหานคร 10800,":    02-585-7693,  081-318-2084",https://maps.app.goo.gl/Jmk3sG93RRR9tx7L6,ไม่พบข้อมูล
89,บางซื่อ,ตลาดสดมณีพิมาน – ตลาดเตาปูน,ย่านการค้า,44/14 อาคารศูนย์การค้ามณีพิมาน ถนนกรุงเทพฯ-นนทบุรี แขวงบางซื่อ เขตบางซื่อกรุงเทพมหานคร 10800,"02-046-8585,  062-651-8198",https://maps.app.goo.gl/QPYmN6Uydzxr7pWk8,เปิดทุกวัน 05:00-19:00
90,บึงกุ่ม,ตลาดปัฐวิกรณ์ (Pattavikorn Market),ตลาดสด,ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,-,https://maps.app.goo.gl/aumJ99DLAuWqLnhj9,ไม่พบข้อมูล
91,บึงกุ่ม,สวนเสรีไทย,สวนสาธารณะ,ถนนเสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,0 2379 7884,https://maps.app.goo.gl/ihcCChQhBjUS4YqW9,ไม่พบข้อมูล
92,บึงกุ่ม,สยามเจมส์ เฮอริเทจ,พิพิธภัณฑ์,234 ถนนประดิษฐ์มนูธรรม แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10220,0 2766 9500 09 7365 9142,https://maps.app.goo.gl/6SArZVMXFDy5QE9u7,ไม่พบข้อมูล
93,บึงกุ่ม,ศูนย์ประติมากรรมกรุงเทพฯ,พิพิธภัณฑ์,4/18-19 ซอยนวลจันทร์ 56 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,"0 2088 3888 ต่อ 1303, 1314",https://maps.app.goo.gl/2SHobbFRNCb2YNot8,ไม่พบข้อมูล
94,บึงกุ่ม,วัดนวลจันทร์,ศาสนสถาน,ถนนนวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,0 2184 2554,https://maps.app.goo.gl/GZqfzuhjmTeak9m78,ไม่พบข้อมูล
95,บึงกุ่ม,วัดบางเตย,ศาสนสถาน,39 หมู่ 6 ซอยนวมินทร์ 60 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,0 2510 0515,https://maps.app.goo.gl/7M6AUNGduNJXXZY69,ไม่พบข้อมูล
96,บึงกุ่ม,วัดสุวรรณประสิทธิ์,ศาสนสถาน,31/2 ถนน นวมินทร์ ซอย 42 ซอยสุวรรณประสิทธิ์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 				10240,0 2138 6680,https://maps.app.goo.gl/zDaUrHSkXhhVjF2Z7,ไม่พบข้อมูล
97,บึงกุ่ม,Sailom Sangdad Homey Studio,สตูดิโอถ่ายภาพ,92/10 ถนนรามอินทรา แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,09 3232 9223,https://maps.app.goo.gl/dyzdszLkNQrscdD58,ไม่พบข้อมูล
98,บึงกุ่ม,วัดพิชัย,ศาสนสถาน,30 ถนนเสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,0 2377 9978,https://maps.app.goo.gl/gU4SWYRAQ8mDfmPa9,ไม่พบข้อมูล
99,บึงกุ่ม,สวนนวมินทร์ภิรมย์,สวนสาธารณะ,16 ถนนศรีบูรพา แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,0 2364 7422 ต่อ 6289-90,https://maps.app.goo.gl/iq5nfUAUBBD58moP9,ไม่พบข้อมูล
100,บึงกุ่ม,NJ Golf Club สนามไดร์ฟกอล์ฟ,สนามกีฬา,127 399 ถนนนวลจันทร์ ซอยรามอินทรา 40 เขตบึงกุ่ม กรุงเทพมหานคร 10230,0 2949 9604,https://maps.app.goo.gl/aZPcbcPW5wvW3eAG7,ไม่พบข้อมูล
101,บึงกุ่ม,Badminton One,สนามกีฬา,"377,22 หมู่ 9 ถนนคลองลำเจียก แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230","2509 3008 , 08 9155 5115 ติอต่อคุณ อรสา",https://maps.app.goo.gl/JHNcjoRAPUTFuCpHA,ไม่พบข้อมูล
102,บึงกุ่ม,Heavy Crepes & Coffee @คลองลําเจียก,คาเฟ่,ถนนคลองลำเจียก แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,"09 3515 9941, 08 3420 1800",https://maps.app.goo.gl/T87znWY9P8Dwcm2Q7,ไม่พบข้อมูล
103,บึงกุ่ม,Town Tree (ทาวน์ทรี),คาเฟ่,ถนนประเสริฐมนูญกิจ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240,"02 508 0485, 08 3430 6888",https://maps.app.goo.gl/oZhRwzJfJUyQThGH7,ไม่พบข้อมูล
104,จตุจักร,ตลาดนัดจตุจักร,ตลาดนัด,ถนนกำแพงเพชร 2 แขวงจตุจักร  เขตจตุจักร กรุงเทพมหานคร 10900,02-272-4270-1 (กองอำนวยการตลาดกรุงเทพมหานคร),https://goo.gl/maps/Fz9aaTZp77P7z8f6A,เสาร์-อาทิตย์ 09:00-18:00
105,จตุจักร,ตลาดบองมาเช่,ตลาด/แหล่งรวมร้านอาหาร,เลขที่ 105/1 ถนนเทศบาลสงเคราะห์ แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,02-953-8980-9,https://goo.gl/maps/46VesA7QWt7whEj48,ไม่พบข้อมูล
106,จตุจักร,ตลาด อ.ต.ก.,ตลาด/แหล่งรวมร้านอาหาร,ถนนกำแพงเพชร แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,02-279-2080,https://goo.gl/maps/DMeVwfhneXCTpy797,เปิดทุกวัน 06:00-18:00
107,จตุจักร,ตลาดลุงเพิ่ม – ตลาดหลังการบินไทย,ตลาดนัด,อยู่ในซอยวิภาวดี 22  ใกล้ห้าแยกลาดพร้าวหรือโรงเรียนเซนต์จอห์น อยู่หลังตึกบริษัท การบินไทย สำนักงานใหญ่ (ถ.วิภาวดีรังสิต),090-445-1414,https://goo.gl/maps/DyiWyX8d1CAKNehL7,จันทร์-เสาร์ 08:00-17:00 ปิดวันอาทิตย์
108,จตุจักร,ศูนย์การค้ามิกซ์ จตุจักร,ศูนย์การค้า,เลขที่ 8 ถนนกำแพงเพชร 3  เขตจตุจักร  กรุงเทพมหานคร 10900,02-079-4888,https://goo.gl/maps/fNtiAgLkLBBPHCyv5,จันทร์-พฤหัส 10:00-20:00 ศุกร์-อาทิตย์ 10:00-22:00
109,จตุจักร,ศูนย์หัตถกรรมทองลงหิน,ศูนย์หัตถกรรม,เลขที่ 13 ซอยพหลโยธิน 47-49 เขตจตุจักร กรุงเทพมหานคร 10900,02-579-2861,https://goo.gl/maps/1Fus2muEwCig22sN6,ไม่พบข้อมูล
110,จตุจักร,วัดเสมียนนารี,วัด,เลขที่ 32 ถนนกำแพงเพชร 6 (เลียบถนนวิภาวดีรังสิต) แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,"02-589-4972, 02-954-4832, 02-580-2729",https://goo.gl/maps/CtarcHHk2HozqfMV8,05:00-20:00
111,จตุจักร,วัดเทวสุนทร (วัดสุนทริการาม),วัด,เลขที่ 33 ถนนวิภาวดี รังสิต แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,02-580-6729,https://goo.gl/maps/8CfAWMsiGmCCLPra9,06:00-18:00
112,จตุจักร,สวนสมเด็จพระนางเจ้าสิริกิติ์ฯ,สวนสาธารณะ,ถนนกำแพชร 2 แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,02-272-4358,https://goo.gl/maps/2tADpWhcWsxXje4DA,เปิดทุกวัน 05:00-21:00
113,จตุจักร,สวนวชิรเบญจทัศ (สวนรถไฟ),สวนสาธารณะ,ถนนกำแพงเพชร 3 แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,02-537-9221,https://goo.gl/maps/7Jz8sDhsgao4ZNBc9,เปิดทุกวัน 04:30-21:00
114,จตุจักร,อุทยานผีเสื้อและแมลงกรุงเทพฯ,แหล่งเรียนรู้,ถนนกำแพงเพชร 3 แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,"02-272-4359-60, 02-272-4680",https://goo.gl/maps/QRtbd2EaqBXv1aL46,อังคาร-อาทิตย์ 08:30-16:30 ปิดวันจันทร์
115,จตุจักร,หอจดหมายเหตุพุทธทาส อินทปัญโญ (สวนโมกข์ กรุงเทพฯ),หอจดหมายเหตุ,ถนนนิคมรถไฟสาย 2 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,02-936-2800,https://goo.gl/maps/vP2EKCFZrW86cGvm7,เปิดทุกวัน 09:00-19:00
116,จตุจักร,พิพิธภัณฑ์เด็กกรุงเทพมหานคร  แห่งที่  1 (จตุจักร),พิพิธภัณฑ์/แหล่งเรียนรู้,เลขที่ 810 ถนนกำแพงเพชร 4 เขตจตุจักร กรุงเทพมหานคร 10900,02-272-4500,https://goo.gl/maps/pnunr52FECDagmhD6,ไม่พบข้อมูล
117,จตุจักร,เบียร์หิมะ (สาขาประชาชื่น),ร้านอาหาร,12/21 ซอยประชานิเวศน์ 1 ถนนเทศบาลสงเคราะห์ แขวงลาดยาว เขตจตุจักร  กรุงเทพมหานคร 10900,"02-954-3404-5, 089-827-6212, 085-819-9673",https://goo.gl/maps/XeU8D5g4eKKVGpG56,เปิดทุกวัน 11:00-23:00
118,จตุจักร,ครัวสา รสจัด,ร้านอาหารไทย,เลขที่ 112/1 ซอยวิภาวดีรังสิต 44 ถนนวิภาวดีรังสิต กรุงเทพมหานคร 10900,"02-561-3355, 02-579-0021, 02-579-0022, 081-496-9181",https://goo.gl/maps/ZhD5oySVVLhVj7WX8,เปิดทุกวัน 11:00-22:00
119,จอมทอง,วัดราชโอรสารามราชวรวิหาร,วัด,258 ซอยเอกชัย 4 ถนนเอกชัย จอมทอง กรุงเทพมหานคร 10150,0 2893 7274,https://maps.app.goo.gl/2i4mxvQJgSsevi3r7,ไม่พบข้อมูล
120,จอมทอง,วัดนางนองวรวิหาร,วัด,ซอยวุฒากาศ 42 ถนนวุฒากาศ แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร 10150,0 2875 4317,https://maps.app.goo.gl/nEuKGeGFSB5HDfSQA,ไม่พบข้อมูล
121,จอมทอง,วัดหนังราชวรวิหาร,วัด,200 ซอย วุฒากาศ 42 แขวงบ้างค้อ เขตอจอมทอง กรุงเทพมหานคร,08 7009 2900,https://maps.app.goo.gl/YnJaqW6Ar5BZp5CW8,06:00-18:00
122,จอมทอง,พิพิธภัณฑ์เพื่อการศึกษา วัดหนังราชวรวิหาร,พิพิธภัณฑ์,200 ซอย วุฒากาศ 42 แขวงบ้างค้อ เขตอจอมทอง กรุงเทพมหานคร 10150,"08 7009 2900 , 06 2925 6898",https://maps.app.goo.gl/78f9F7iZ2HGPNfZNA,เสาร์-อาทิตย์ ต้องติดต่อล่วงหน้า
123,จอมทอง,ตลาดอินดี้ดาวคะนอง,ตลาด,ซอยสุขสวัสดิ์ 2 ถนนสุขสวัสดิ์ จอมทอง กรุงเทพมหานคร 10150,0 2101 1236,https://maps.app.goo.gl/hgXH5dqGxk9QXw9m8,เปิดทุกวัน 17:00-24:00
124,จอมทอง,วัดไทร,วัด,ซอยเอกชัย 23 แขวง บางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150,"0 2427 9098, 0 2427 4892",https://maps.app.goo.gl/Y5LKvq7JmktLp17E6,ไม่พบข้อมูล
125,จอมทอง,ตลาดน้ำวัดไทร,ตลาด,ซอยเอกชัย 23 แขวง บางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150,"0 2427 9098, 0 2427 4892",https://maps.app.goo.gl/nYkX7HFX87eSHrEH6,เสาร์-อาทิตย์ 08:00-14:00
126,จอมทอง,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร,พิพิธภัณฑ์,วัดยายร่ม ถนนพระรามที่ 2 ซอย 33 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150,0 2428 0685,https://maps.app.goo.gl/tdNBZ56Z7GU7Vcd88,พุธ-อาทิตย์ 09:00-16:30
127,จอมทอง,วัดบางขุนเทียนกลาง,วัด,"ซอย พระราม2 ซอย 28, ซอยจอมทอง 19 จอมทอง, กรุงเทพมหานคร 10150",,https://maps.app.goo.gl/YY1VQKruQRUmhWNC7,เปิดทุกวัน 08:00-17:00
128,จอมทอง,วัดสิงห์ จอมทอง,วัด,35 เอกชัย 43 แขวง บางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150,0 2415 3832,https://maps.app.goo.gl/N2XSRUXbAnQBRydt7,ไม่พบข้อมูล
129,จอมทอง,วัดยายร่ม,วัด,24 ถ. พระราม 2 (ธนบุรี –ปากท่อ) หมู่ที่ 6 ซ. 33 บางมด จอมทอง  กรุงเทพมหานคร 10150,0 2427 1987,https://maps.app.goo.gl/tGEwLHS2BhL1suFn9,06:00-18:00
130,จอมทอง,วัดบางขุนเทียนใน,วัด,จอมทอง 13 แขวงจอมทอง เขตจอมทอง กรุงเทพมหานคร 10150,09 7024 4528,https://maps.app.goo.gl/w7D2hiFwfuT8wK7a9,ไม่พบข้อมูล
131,จอมทอง,วัดศาลาครืน,วัด,102/ 42 ถนน วุฒากาศ แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร 10150,"0 2427 9098, 0 2427 4892",https://maps.app.goo.gl/wx5buNHKaecjaE8x5,เปิดทุกวัน 08:00-16:00
132,จอมทอง,วัดสีสุก,วัด,16 พระราม 2 ซอย 28 แยก 14 แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150,"0 2427 9098, 0 2427 4892",https://maps.app.goo.gl/Fg78iYr93suPFkpL8,ไม่พบข้อมูล
133,จอมทอง,วัดบางขุนเทียนนอก,วัด,1 หมู่ที่ 7 แขวง บางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150,"0 2427 9098, 0 2427 4892",https://maps.app.goo.gl/2GFDFUUS8897FgAX7,ไม่พบข้อมูล
134,ดอนเมือง,สวนรมณีย์ทุ่งสีกัน,สวนสาธารณะ,ถนนเวฬุวนาราม แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,0 2565 5510,https://maps.app.goo.gl/Bunb7EB8jm6wFv4t8,เปิดทุกวัน 05:00-20:00
135,ดอนเมือง,เรือนรัตนโกสินทร์,แหล่งเรียนรู้,90/9 หมู่ 5 ถนนสรงประภา แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 				10210,08 9483 1985,https://maps.app.goo.gl/QaPHFHnJ21w1LXpo8,ไม่พบข้อมูล
136,ดอนเมือง,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร เขตดอนเมือง,พิพิธภัณฑ์,วัดพรหมรังษี 24/1 หมู่ 5 แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,0 2531 6158,https://maps.app.goo.gl/yXvm83aJmN9XFihD6,อังคาร-อาทิตย์ 08:00-15:30 ปิดวันจันทร์
137,ดอนเมือง,พิพิธภัณฑ์กองทัพอากาศ,พิพิธภัณฑ์,171 ถนนพหลโยธิน แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,0 2531 6158,https://maps.app.goo.gl/QuHV73JsoM7q28Em8,อังคาร-อาทิตย์ 09:00-15:30 ปิดวันจันทร์
138,ดอนเมือง,ตลาดเจ้เล้ง,ตลาด,40/85 แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,0 2521 8811 - 7,https://maps.app.goo.gl/YfD3z5WhFoyDqHp69,เปิดทุกวัน 09:30-20:00
139,ดอนเมือง,ตลาดนัดบุญอนันต์,ตลาด,หมู่บ้านบุญอนันต์ ถนนสรงประภา แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,09 7234 6878,https://maps.app.goo.gl/8dGu4Hs59aJBvVjDA,เปิดทุกวัน 14:00-21:00
140,ดอนเมือง,ตลาดใหม่ดอนเมือง,ตลาด,ตลาดแอร์พอร์ต (ตลาดใหม่ดอนเมือง) ซอยเชิดวุฒากาศ 4 ถนนเชิดวุฒากาศ 4 แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,06 4179 5320,https://maps.app.goo.gl/sHQqFFF79riPJad68,ไม่พบข้อมูล
141,ดอนเมือง,สนามกอล์ฟกานตรัตน์ ( สนามงู ),สนามกีฬา,171 ถนนวิภาวดีรังสิต แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,"0 2534 3842, 08 9117 7483",https://maps.app.goo.gl/BMPZweCa78jk4W9V9,ไม่พบข้อมูล
142,ดอนเมือง,วัดดอนเมือง,วัด,1 ถนนเชิดวุฒากาศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,0 2566 4285,https://maps.app.goo.gl/BRsWPRRCAH5YVgWF9,เปิดทุกวัน 04:00-22:00
143,ดอนเมือง,วัดสีกัน - พุทธสยาม,วัด,เลขที่ 1/1 ถนนสรงประภา แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,0 2565 5411,https://maps.app.goo.gl/jZ22jTLemo6PYnWPA,เปิดทุกวัน 07:00-21:00
144,ดอนเมือง,วัดเวฬุวนาราม ( ไผ่เขียว ),วัด,449 แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,0 2574 3652,https://maps.app.goo.gl/oSNUYUdnMYY1m4d77,ไม่พบข้อมูล
145,ดอนเมือง,สนามบินดอนเมือง,ท่าอากาศยาน,222 ถนนวิภาวดีรังสิต แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,0 2535 1192,https://maps.app.goo.gl/ZjZeujDYzYcX33T49,เปิดทุกวัน 24 ชั่วโมง
146,ดอนเมือง,วัดพรหมรังษี ดอนเมือง,วัด,เลขที่ 24/1 ซอยช่างอากาศอุทิศ 28 แยก1 ถนนช่างอากาศอุทิศ แขวงดอนเมือง 	เขตดอนเมือง 10210,0 2565 9054,https://maps.app.goo.gl/tm87d9QknchcReY28,09:00-17:00
147,ดอนเมือง,วัดเทพนิมิตต์ ดอนเมือง,วัด,ซอยวัดเทพนิมิตต์ (ประชาอุทิศ 14) ถนนประชาอุทิศ แขวงดอนเมือง เขตดอนเมือง 	10210,0 2565 3535,https://maps.app.goo.gl/4jh8fUuSTaWhEppP9,06:00-17:00
148,ดอนเมือง,วัดมารีย์สวรรค์ ดอนเมือง ( โบสถ์มารีย์สวรรค์ ),วัด,18/95 หมู่ 1 ถนนสรงประภา แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 	10210,0 2565 3535,https://maps.app.goo.gl/34FXRD7B8mxxtQpv8,ไม่พบข้อมูล
149,คลองสาน,วัดอนงคาราม,วัด,41 ถนนสมเด็จเจ้าพระยา แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600,"0 2437 6037, 08 3070 8378",https://maps.app.goo.gl/td2iX7Pn3osUN1iE8,ไม่พบข้อมูล
150,คลองสาน,วัดเศวตฉัตรวรวิหาร,วัด,1401 ซอยเจริญนคร 25 ถนนเจริญนคร แขวงบางลำพูล่าง เขตคลองสาน กรุงเทพมหานคร 10600,0 2860 2215,https://maps.app.goo.gl/Xuw6WwKrsxzSZjBn8,เปิดทุกวัน 08:00-17:00
151,คลองสาน,อุทยานเฉลิมพระเกียรติสมเด็จพระศรีนครินทราบรมราชชนนี,พิพิธภัณฑ์,ซอยสมเด็จเจ้าพระยา3 แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600,"0 2439 0902, 0 2437 7799",https://maps.app.goo.gl/zxiu1iL5MyeBNkcM9,เปิดทุกวัน 06:00-18:00 อาคารพิพิธภัณฑ์ 08:30-16:30
152,คลองสาน,เดอะล้ง 1919 ริเวอร์ไซด์ เฮอริเทจ เดสติเนชั่น,คอมมูนิตี้มอลล์,248 ถนนเชียงใหม่ แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600,09 1187 1919,https://maps.app.goo.gl/3rjbfeagoZ2hinkBA,ไม่พบข้อมูล
153,คลองสาน,พิพิธภัณฑ์โรงพยาบาลสมเด็จเจ้าพระยา,พิพิธภัณฑ์,112 ถนนสมเด็จเจ้าพระยา แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600,"0 2442 2500, 0 2497 1398, 0 2437 0200 ต่อ 4114 หรือ 4115",https://maps.app.goo.gl/TBRQk3hFfEQCScjs5,ไม่พบข้อมูล
154,คลองสาน,ศาลเจ้าซำไนเก็ง,ศาลเจ้า,ซอยท่าดินแดง15 แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร10600,0 2863 1488,https://maps.app.goo.gl/LpCodGpX8Xs4bDFW7,เปิดทุกวัน 07:00-18:00
155,คลองสาน,ศาลเจ้ากวนอู คลองสาน,ศาลเจ้า,"354/3 ซอยสุดเกษม(หลังอุทยานสมเด็จย่า) แขวงสมเด็จเจ้าพระยา
เขตคลองสาน กรุงเทพฯ 10600",0 2439 6309,https://maps.app.goo.gl/Xf1K7sHTM28wdL6g9,เปิดทุกวัน 07:30-17:30
156,คลองสาน,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานครเขตคลองสาน,พิพิธภัณฑ์,อาคารหอสมุดวัดอนงคาราม ชั้น 2 ถนนสมเด็จเจ้าพระยา แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600,0 2437 5546,https://maps.app.goo.gl/XK3qKQvTjjYxjSaA9,พุธ-อาทิตย์ 08:30-16:30
157,คลองสาน,มัสยิดกูวติลอิสลาม (สุเหร่าตึกแดง),มัสยิด,656 ถนนสมเด็จเจ้าพระยา แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600,0 2438 2824,https://maps.app.goo.gl/AWUbJnBpFLQoS8Ff6,ไม่พบข้อมูล
158,คลองสาน,สวนป่าเฉลิมพระเกียรติใต้สะพานสมเด็จพระเจ้าตากสิน,สวนสาธารณะ,404 ถนนกรุงธนบุรี แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600,0 2437 9995,https://maps.app.goo.gl/z9j8ShdtAPZCqYZf6,เปิดทุกวัน 05:00-21:00
159,คลองสาน,ไอคอนสยาม (ICONSIAM),ช๊อปปิ๊งมอลล์,299 ถนนเจริญนคร แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600,"0 2495 7080, 0 2495 7000",https://maps.app.goo.gl/ijFRZQ78grfVdgyA7,เปิดทุกวัน 10:00-22:00
160,คลองสาน,วัดทองนพคุณ,วัด,103 หมู่ 6 ถนนสมเด็จเจ้าพระยา 17 แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600,"0 2437 9067, 0 2438 8898, 08 1925 2534",https://maps.app.goo.gl/rAtwji2E12SW1hw26,เปิดทุกวัน 06:00-18:00
161,คลองสาน,วัดพิชยญาติการาม (วัดพิชัยญาติ),วัด,ถนนสมเด็จเจ้าพระยา ซอย 2 แขวงสมเด็จเจ้าพระยา เขตคลองสานกรุงเทพมหานคร 10600,"0 2438 1738, 0 2861 4319",https://maps.app.goo.gl/YaPBhRMKvRXP9HwSA,ไม่พบข้อมูล
162,คลองสาน,วัดจีจินเกาะ,วัด,494 ซอยสมเด็จเจ้าพระยา17 แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร 10600,"0 2437 2196, 0 2863 3275",https://maps.app.goo.gl/UbLhMZLZCb4kFmtQ7,เปิดทุกวัน 08:00-16:30
163,คลองเตย,ศูนย์วิทยาศาสตร์เพื่อการศึกษาแห่งชาติ (ท้องฟ้าจำลองกรุงเทพฯ),พิพิธภัณฑ์,928 ถนนสุขุมวิท เขตคลองเตย กรุงเทพมหานคร10110,"023910544, 023920508, 023921773",https://maps.app.goo.gl/mqFnusU6s4UJCQRP7,อังคาร-อาทิตย์ 09:00-16:00 ปิดวันจันทร์
164,คลองเตย,ตลาดคลองเตย,ตลาดสด,1 ถนนเกษมราษฎร์ แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร10110,,https://maps.app.goo.gl/hLb5SpWqQpXkX6p18,ไม่พบข้อมูล
165,คลองเตย,วัดสะพาน,วัด,472 ถนน ณ ระนอง แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10260,0 2311 5126,https://maps.app.goo.gl/v3P9xrpnZJE9ZECw6,ไม่พบข้อมูล
166,คลองเตย,ตำหนักบ้านปลายเนิน,พิพิธภัณฑ์,1164 ถนนพระรามที่ 4 แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,0 2249 4280,https://maps.app.goo.gl/3nkEULP12rCn6aMc9,เปิดให้เข้าชมเฉพาะวันที่ 29 เมษายนของทุกปี (วันนริศ) 09:00-17:00
167,คลองเตย,สวนเบญจกิติ,สวนสาธารณะ,ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,02254 1263,https://maps.app.goo.gl/DDJfnHdNr6eo3JLx5,เปิดทุกวัน 04:30-22:00
168,คลองเตย,อุทยานเบญจสิริ,สวนสาธารณะ,ถนนสุขุมวิท ระหว่างซอยสุขุมวิท 22 - 24 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร,0 2262 0810,https://maps.app.goo.gl/ShCFeKmtCCzj3S3A6,เปิดทุกวัน 05:00-21:00
169,คลองเตย,The Emporium,ช้อปปิ้งมอลล์,ถนนสุขุมวิท แขวนคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,0 22691000,https://maps.app.goo.gl/JMsFoWc494iK25H38,จันทร์-พฤหัสบดี 11:00-21:00 ศุกร์-อาทิตย์ 10:00-21:00
170,คลองเตย,Flow House Bangkok,ลานกีฬาทางน้ำ,120/1 โครงการ เอ สแควร์ ซอย สุขุมวิท 26 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,0 2108 5210,https://maps.app.goo.gl/hJJSyPt16XsSTdHi8,ไม่พบข้อมูล
171,คลองเตย,Gateway Ekamai,ช้อปปิ้งมอลล์,982 22 ถนนสุขุมวิท เเขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,0 2108 2888,https://maps.app.goo.gl/LyTD1JzAQp3FoNjQA,เปิดทุกวัน 10:00-22:00
172,คลองเตย,วัดคลองเตยนอก,วัด,36 ถนนเกษมราษฎร์ แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,0 2671 1160,https://maps.app.goo.gl/aFHgGaoqVs8uxLgu8,ไม่พบข้อมูล
173,คลองเตย,วัดคลองเตยใน,วัด,472 ถนนณ ระนอง แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,"02249 6458, 022493364",https://maps.app.goo.gl/B1AinXXnyMNznofCA,ไม่พบข้อมูล
